"Album","RowID","Track","TrackID","RateCount","Path","ELO","Artist"
"Riddles in the Sand","4254","Ragtop Day","45733","0","D:\Music\Music\Jimmy Buffett\Riddles in the Sand\03 Ragtop Day.m4a","1600","Jimmy Buffett"
"Riddles in the Sand","4255","Knees Of My Heart","45734","0","D:\Music\Music\Jimmy Buffett\Riddles in the Sand\06 Knees Of My Heart.m4a","1600","Jimmy Buffett"
"Riddles in the Sand","4256","Burn That Bridge","45735","0","D:\Music\Music\Jimmy Buffett\Riddles in the Sand\09 Burn That Bridge.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4257","Party At The End Of The World","45736","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\02 Party At The End Of The World.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4258","Weather With You","45737","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\03 Weather With You.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4259","Everybody's On The Phone","45738","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\04 Everybody's On The Phone.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4260","Whoop De Doo","45739","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\05 Whoop De Doo.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4261","Nothin' But A Breeze","45740","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\06 Nothin' But A Breeze.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4262","Cinco De Mayo In Memphis","45741","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\07 Cinco De Mayo In Memphis.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4263","Reggabilly Hill","45742","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\08 Reggabilly Hill.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4264","Elvis Presley Blues","45743","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\09 Elvis Presley Blues.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4265","Hula Girl At Heart","45744","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\10 Hula Girl At Heart.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4266","Wheel Inside The Wheel","45745","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\11 Wheel Inside The Wheel.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4267","Silver Wings","45746","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\12 Silver Wings.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4268","Breathe In, Breathe Out, Move On","45747","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\13 Breathe In, Breathe Out, Move On.m4a","1600","Jimmy Buffett"
"Take the Weather With You","4269","Duke's On Sunday","45748","0","D:\Music\Music\Jimmy Buffett\Take the Weather With You\14 Duke's On Sunday.m4a","1600","Jimmy Buffett"
"A White Sport Coat and a Pink Crustacean","4270","The Great Filling Station Holdup","45749","0","D:\Music\Music\Jimmy Buffett\A White Sport Coat and a Pink Crustacean\01 The Great Filling Station Holdup.m4a","1600","Jimmy Buffett"
"A White Sport Coat and a Pink Crustacean","4271","Cuban Crime Of Passion","45750","0","D:\Music\Music\Jimmy Buffett\A White Sport Coat and a Pink Crustacean\05 Cuban Crime Of Passion.m4a","1600","Jimmy Buffett"
"A White Sport Coat and a Pink Crustacean","4272","The Peanut Butter Conspiracy","45751","0","D:\Music\Music\Jimmy Buffett\A White Sport Coat and a Pink Crustacean\07 The Peanut Butter Conspiracy.m4a","1600","Jimmy Buffett"
"Shaddap You Face","4273","Shaddap You Face","45752","0","D:\Music\Music\Joe Dolce\Shaddap You Face\01 Shaddap You Face.m4a","1600","Joe Dolce"
"Somewhere Over The Rainbow","4274","Somewhere Over The Rainbow","45753","0","D:\Music\Music\Joe Satriani\Somewhere Over The Rainbow\01 Somewhere Over The Rainbow.m4a","1600","Joe Satriani"
"Grand National","4275","Fire In The Sky","45754","0","D:\Music\Music\John Butler Trio\Grand National\12 Fire In The Sky.m4a","1600","John Butler Trio"
"[Live]","4276","Funky Tonight","45755","0","D:\Music\Music\John Butler Trio\[Live]\01 Funky Tonight.m4a","1600","John Butler Trio"
"Sunrise Over Sea","4277","Sometimes","45756","0","D:\Music\Music\John Butler Trio\Sunrise Over Sea\13 Sometimes.m4a","1600","John Butler Trio"
"Three","4278","Money","45757","0","D:\Music\Music\John Butler Trio\Three\04 Money.m4a","1600","John Butler Trio"
"Red Hot Chili Peppers Live at Slane Castle","4279","Maybe","45758","0","D:\Music\Music\John Frusciante\Red Hot Chili Peppers Live at Slane Cast\05 Maybe.m4a","1600","John Frusciante"
"Raiders Of The Lost Ark","4280","End Credits","45759","0","D:\Music\Music\John Williams\Raiders Of The Lost Ark\19 End Credits.m4a","1600","John Williams"
"Distination Anywhere","4281","Queen Of New Orleans","45760","0","D:\Music\Music\Jon Bon Jovi\Distination Anywhere\01 Queen Of New Orleans.m4a","1600","Jon Bon Jovi"
"Josie And The Pussycats","4282","3 Small Words","45761","0","D:\Music\Music\Josie And The Pussycats\Josie And The Pussycats\01 3 Small Words.m4a","1600","Josie And The Pussycats"
"Josie And The Pussycats","4283","Pretend To Be Nice","45762","0","D:\Music\Music\Josie And The Pussycats\Josie And The Pussycats\02 Pretend To Be Nice.m4a","1600","Josie And The Pussycats"
"Josie And The Pussycats","4284","Spin Around","45763","0","D:\Music\Music\Josie And The Pussycats\Josie And The Pussycats\03 Spin Around.m4a","1600","Josie And The Pussycats"
"Josie And The Pussycats","4285","You're A Star","45764","0","D:\Music\Music\Josie And The Pussycats\Josie And The Pussycats\05 You're A Star.m4a","1600","Josie And The Pussycats"
"Josie And The Pussycats","4286","Shapeshifter","45765","0","D:\Music\Music\Josie And The Pussycats\Josie And The Pussycats\06 Shapeshifter.m4a","1600","Josie And The Pussycats"
"Triple J Hottest 100, Vol. 01","4287","My Sister","45766","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 01\2-05 My Sister.m4a","1600","Juliana Hatfield"
"20 Years Of Kev","4288","Mick The Master Farter","45767","0","D:\Music\Music\Kevin _Bloody_ Wilson\20 Years Of Kev\1-04 Mick The Master Farter.m4a","1600","Kevin ""Bloody"" Wilson"
"Triple J Hottest 100, Vol. 06","4289","Got The Life (D.O.S.E Woollyback Remix)","45768","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 06\1-05 Got The Life (D.O.S.E Woollybac.m4a","1600","Korn"
"Trashed","4290","Brown Eyed Girl","45769","0","D:\Music\Music\Lagwagon\Trashed\10 Brown Eyed Girl.m4a","1600","Lagwagon"
"Physical Graffiti","4291","Custard Pie","45770","0","D:\Music\Music\Led Zeppelin\Physical Graffiti\1-01 Custard Pie.m4a","1600","Led Zeppelin"
"Physical Graffiti","4292","In My Time Of Dying","45771","0","D:\Music\Music\Led Zeppelin\Physical Graffiti\1-03 In My Time Of Dying.m4a","1600","Led Zeppelin"
"Physical Graffiti","4293","Trampled Under Foot","45772","0","D:\Music\Music\Led Zeppelin\Physical Graffiti\1-05 Trampled Under Foot.m4a","1600","Led Zeppelin"
"Physical Graffiti","4294","Kashmir","45773","0","D:\Music\Music\Led Zeppelin\Physical Graffiti\1-06 Kashmir.m4a","1600","Led Zeppelin"
"Triple J Hottest 100, Vol. 04","4295","If I Could Talk I'd Tell You","45774","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 04\2-10 If I Could Talk I'd Tell You.m4a","1600","The Lemonheads"
"Authentic Shit: Mark Ronson","4296","Womanizer","45775","0","D:\Music\Music\Lily Allen\Authentic Shit_ Mark Ronson\Womanizer.m4a","1600","Lily Allen"
"Chocolate Starfish and the Hot Dog Flavored Water","4297","Rollin' (Air Raid Vehicle)","45776","0","D:\Music\Music\Limp Bizkit\Chocolate Starfish and the Hot Dog Flavo\06 Rollin' (Air Raid Vehicle).m4a","1600","Limp Bizkit"
"Throwing Copper","4298","Lightning Crashes","45777","0","D:\Music\Music\Live\Throwing Copper\05 Lightning Crashes.m4a","1600","Live"
"[Acoustic]","4299","Flintstones Theme","45778","0","D:\Music\Music\The Living End\[Acoustic]\Flintstones Theme.m4a","1600","The Living End"
"[Acoustic]","4300","What Would You Do","45779","0","D:\Music\Music\The Living End\[Acoustic]\What Would You Do.m4a","1600","The Living End"
"[Acoustic]","4301","Who's Gonna Save Us?","45780","0","D:\Music\Music\The Living End\[Acoustic]\Who's Gonna Save Us_.m4a","1600","The Living End"
"All Torn Down","4302","Witch Doctor","45781","0","D:\Music\Music\The Living End\All Torn Down\02 Witch Doctor.m4a","1600","The Living End"
"All Torn Down","4303","Tainted Love","45782","0","D:\Music\Music\The Living End\All Torn Down\03 Tainted Love.m4a","1600","The Living End"
"Andrew Denton's Musical Challenge 2 [Triple M]","4304","Baby I'm A Want You","45783","0","D:\Music\Music\Various Artists\Andrew Denton's Musical Challenge 2 [Tri\10 Baby I'm A Want You.m4a","1600","The Living End"
"From Here On In The Singles 1997-2004","4305","I Can't Give You What I Haven't Got","45784","0","D:\Music\Music\The Living End\From Here On In The Singles 1997-2004\01 I Can't Give You What I Haven't G.m4a","1600","The Living End"
"From Here On In The Singles 1997-2004","4306","Bringin' It All Back Home","45785","0","D:\Music\Music\The Living End\From Here On In The Singles 1997-2004\06 Bringin' It All Back Home.m4a","1600","The Living End"
"Hellbound","4307","Strange","45786","0","D:\Music\Music\The Living End\Hellbound\05 Strange.m4a","1600","The Living End"
"Hellbound","4308","Headlines","45787","0","D:\Music\Music\The Living End\Hellbound\06 Headlines.m4a","1600","The Living End"
"iTunes Originals","4309","E Boogie","45788","0","D:\Music\Music\The Living End\iTunes Originals\E Boogie.m4a","1600","The Living End"
"Live At The Roundhouse","4310","Intro","45789","0","D:\Music\Music\The Living End\Live At The Roundhouse\01 Intro.m4a","1600","The Living End"
"Live At The Roundhouse","4311","Roll On","45790","0","D:\Music\Music\The Living End\Live At The Roundhouse\02 Roll On.m4a","1600","The Living End"
"Live At The Roundhouse","4312","Monday","45791","0","D:\Music\Music\The Living End\Live At The Roundhouse\03 Monday.m4a","1600","The Living End"
"Live At The Roundhouse","4313","Pictures In The Mirror","45792","0","D:\Music\Music\The Living End\Live At The Roundhouse\04 Pictures In The Mirror.m4a","1600","The Living End"
"Live At The Roundhouse","4314","West End Riot","45793","0","D:\Music\Music\The Living End\Live At The Roundhouse\05 West End Riot.m4a","1600","The Living End"
"Live At The Roundhouse","4315","Don't Shut The Gate","45794","0","D:\Music\Music\The Living End\Live At The Roundhouse\06 Don't Shut The Gate.m4a","1600","The Living End"
"Live At The Roundhouse","4316","Save The Day","45795","0","D:\Music\Music\The Living End\Live At The Roundhouse\07 Save The Day.m4a","1600","The Living End"
"Live At The Roundhouse","4317","Revolution Regained","45796","0","D:\Music\Music\The Living End\Live At The Roundhouse\08 Revolution Regained.m4a","1600","The Living End"
"Live At The Roundhouse","4318","Riot On Broadway","45797","0","D:\Music\Music\The Living End\Live At The Roundhouse\09 Riot On Broadway.m4a","1600","The Living End"
"Live At The Roundhouse","4319","English Army","45798","0","D:\Music\Music\The Living End\Live At The Roundhouse\10 English Army.m4a","1600","The Living End"
"Live At The Roundhouse","4320","All Torn Down","45799","0","D:\Music\Music\The Living End\Live At The Roundhouse\11 All Torn Down.m4a","1600","The Living End"
"Live At The Roundhouse","4321","Prisoner Of Society","45800","0","D:\Music\Music\The Living End\Live At The Roundhouse\12 Prisoner Of Society.m4a","1600","The Living End"
"Live At The Roundhouse","4322","Uncle Harry","45801","0","D:\Music\Music\The Living End\Live At The Roundhouse\13 Uncle Harry.m4a","1600","The Living End"
"Live At The Roundhouse","4323","Dirty Man","45802","0","D:\Music\Music\The Living End\Live At The Roundhouse\14 Dirty Man.m4a","1600","The Living End"
"Live At The Roundhouse","4324","Second Solution","45803","0","D:\Music\Music\The Living End\Live At The Roundhouse\15 Second Solution.m4a","1600","The Living End"
"Live At The Roundhouse","4325","E Boogie","45804","0","D:\Music\Music\The Living End\Live At The Roundhouse\16 E Boogie.m4a","1600","The Living End"
"Live At The Roundhouse","4326","Carry Me Home","45805","0","D:\Music\Music\The Living End\Live At The Roundhouse\17 Carry Me Home.m4a","1600","The Living End"
"[Live]","4327","Carry Me Home","45806","0","D:\Music\Music\The Living End\[Live]\Carry Me Home.m4a","1600","The Living End"
"[Live]","4328","Do What I Do","45807","0","D:\Music\Music\The Living End\[Live]\Do What I Do.m4a","1600","The Living End"
"[Live]","4329","E Boogie","45808","0","D:\Music\Music\The Living End\[Live]\E Boogie.m4a","1600","The Living End"
"[Live]","4330","EP Medley","45809","0","D:\Music\Music\The Living End\[Live]\EP Medley.m4a","1600","The Living End"
"[Live]","4331","I Get A Kick Out Of You","45810","0","D:\Music\Music\The Living End\[Live]\I Get A Kick Out Of You.m4a","1600","The Living End"
"[Live]","4332","Into The Red","45811","0","D:\Music\Music\The Living End\[Live]\Into The Red.m4a","1600","The Living End"
"[Live]","4333","Living Underground","45812","0","D:\Music\Music\The Living End\[Live]\Living Underground.m4a","1600","The Living End"
"[Live]","4334","Long Live The Weekend","45813","0","D:\Music\Music\The Living End\[Live]\Long Live The Weekend.m4a","1600","The Living End"
"[Live]","4335","Lookin' Out My Back Door","45814","0","D:\Music\Music\The Living End\[Live]\Lookin' Out My Back Door.m4a","1600","The Living End"
"[Live]","4336","Mispent Youth","45815","0","D:\Music\Music\The Living End\[Live]\Mispent Youth.m4a","1600","The Living End"
"[Live]","4337","One Said To The Other","45816","0","D:\Music\Music\The Living End\[Live]\One Said To The Other.m4a","1600","The Living End"
"[Live]","4338","Prisoner Of Society [Reggae Version]","45817","0","D:\Music\Music\The Living End\[Live]\Prisoner Of Society [Reggae Version].m4a","1600","The Living End"
"[Live]","4339","Roll On","45818","0","D:\Music\Music\The Living End\[Live]\Roll On.m4a","1600","The Living End"
"[Live]","4340","Save The Day","45819","0","D:\Music\Music\The Living End\[Live]\Save The Day.m4a","1600","The Living End"
"[Live]","4341","Second Solution","45820","0","D:\Music\Music\The Living End\[Live]\Second Solution.m4a","1600","The Living End"
"[Live]","4342","Strange","45821","0","D:\Music\Music\The Living End\[Live]\Strange.m4a","1600","The Living End"
"[Live]","4343","Sunday Bloody Sunday","45822","0","D:\Music\Music\The Living End\[Live]\Sunday Bloody Sunday.m4a","1600","The Living End"
"[Live]","4344","Train Kept A Rollin'","45823","0","D:\Music\Music\The Living End\[Live]\Train Kept A Rollin'.m4a","1600","The Living End"
"[Live]","4345","West End Riot","45824","0","D:\Music\Music\The Living End\[Live]\West End Riot.m4a","1600","The Living End"
"Long Live The Weekend","4346","Flood The Sky","45825","0","D:\Music\Music\The Living End\Long Live The Weekend\02 Flood The Sky.m4a","1600","The Living End"
"Long Live The Weekend","4347","Ape Face","45826","0","D:\Music\Music\The Living End\Long Live The Weekend\03 Ape Face.m4a","1600","The Living End"
"Long Live The Weekend","4348","Blue Moon Of Kentucky","45827","0","D:\Music\Music\The Living End\Long Live The Weekend\04 Blue Moon Of Kentucky.m4a","1600","The Living End"
"One Said To The Other","4349","One Said To The Other","45828","0","D:\Music\Music\The Living End\One Said To The Other\01 One Said To The Other.m4a","1600","The Living End"
"Pictures In the Mirror","4350","There Is No Radio","45829","0","D:\Music\Music\The Living End\Pictures In the Mirror\03 There Is No Radio.m4a","1600","The Living End"
"Pictures In the Mirror","4351","The Man With No Name","45830","0","D:\Music\Music\The Living End\Pictures In the Mirror\04 The Man With No Name.m4a","1600","The Living End"
"Roll On","4352","Living In Sin","45831","0","D:\Music\Music\The Living End\Roll On\15 Living In Sin.m4a","1600","The Living End"
"Roll On (Single)","4353","Sunday Bloody Sunday","45832","0","D:\Music\Music\The Living End\Roll On (Single)\03 Sunday Bloody Sunday.m4a","1600","The Living End"
"Roll On (Single)","4354","I'Ve Just Seen A Face","45833","0","D:\Music\Music\The Living End\Roll On (Single)\04 I'Ve Just Seen A Face.m4a","1600","The Living End"
"Roll On (Single)","4355","Homestead","45834","0","D:\Music\Music\The Living End\Roll On (Single)\05 Homestead.m4a","1600","The Living End"
"Save the Day","4356","Lone Ranger","45835","0","D:\Music\Music\The Living End\Save the Day\02 Lone Ranger.m4a","1600","The Living End"
"Save the Day","4357","Mr Businessman","45836","0","D:\Music\Music\The Living End\Save the Day\03 Mr Businessman.m4a","1600","The Living End"
"Short Music For Short People","4358","Ready","45837","0","D:\Music\Music\Various Artists\Short Music For Short People\07 Ready.m4a","1600","The Living End"
"State Of Emergency","4359","Wake Up","45838","0","D:\Music\Music\The Living End\State Of Emergency\15 Wake Up.m4a","1600","The Living End"
"Under the Covers","4360","I Get a Kick Out Of You","45839","0","D:\Music\Music\The Living End\Under the Covers\2-03 I Get a Kick Out Of You.m4a","1600","The Living End"
"Under the Covers","4361","Rip It Up","45840","0","D:\Music\Music\The Living End\Under the Covers\2-04 Rip It Up.m4a","1600","The Living End"
"Under the Covers","4362","Prisoner On The Inside","45841","0","D:\Music\Music\The Living End\Under the Covers\2-06 Prisoner On The Inside.m4a","1600","The Living End"
"UnDone The Songs of Duran Duran","4363","Girls On Film","45842","0","D:\Music\Music\Various Artists\UnDone The Songs of Duran Duran\Girls On Film.m4a","1600","The Living End"
"Wake Up","4364","Girls Talk","45843","0","D:\Music\Music\The Living End\Wake Up\02 Girls Talk.m4a","1600","The Living End"
"Wake Up","4365","Don't Turn Away","45844","0","D:\Music\Music\The Living End\Wake Up\03 Don't Turn Away.m4a","1600","The Living End"
"White Noise","4366","Jailbreak [Live@ACDC Lane]","45845","0","D:\Music\Music\The Living End\White Noise\Jailbreak [Live@ACDC Lane].m4a","1600","The Living End"
"Who's Gonna Save Us?","4367","No Return","45846","0","D:\Music\Music\The Living End\Who's Gonna Save Us_\02 No Return.m4a","1600","The Living End"
"Who's Gonna Save Us?","4368","The Avenue","45847","0","D:\Music\Music\The Living End\Who's Gonna Save Us_\03 The Avenue.m4a","1600","The Living End"
"Who's Gonna Save Us?","4369","Just Too Bad","45848","0","D:\Music\Music\The Living End\Who's Gonna Save Us_\04 Just Too Bad.m4a","1600","The Living End"
"Tour Of Duty","4370","She Keeps No Secrets","45849","0","D:\Music\Music\The Living End\Tour Of Duty\She Keeps No Secrets.m4a","1600","The Living End & Doc Neeson"
